match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1529264,2026,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,2.3,Sunrisers Hyderabad,Rajasthan Royals,Ishan Kishan,TM Head,JC Archer,0,0,,,,,,,,,
1529264,2026,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,2.4,Sunrisers Hyderabad,Rajasthan Royals,Ishan Kishan,TM Head,JC Archer,6,0,,,,,,,,,
1529264,2026,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,2.5,Sunrisers Hyderabad,Rajasthan Royals,Ishan Kishan,TM Head,JC Archer,0,0,,,,,,,,,
1529264,2026,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,2.6,Sunrisers Hyderabad,Rajasthan Royals,Ishan Kishan,TM Head,JC Archer,0,0,,,,,,,,,
1529264,2026,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,3.1,Sunrisers Hyderabad,Rajasthan Royals,TM Head,Ishan Kishan,N Burger,4,0,,,,,,,,,
1529264,2026,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,3.2,Sunrisers Hyderabad,Rajasthan Royals,TM Head,Ishan Kishan,N Burger,1,0,,,,,,,,,
1529264,2026,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,3.3,Sunrisers Hyderabad,Rajasthan Royals,Ishan Kishan,TM Head,N Burger,6,0,,,,,,,,,
1529264,2026,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,3.4,Sunrisers Hyderabad,Rajasthan Royals,Ishan Kishan,TM Head,N Burger,1,0,,,,,,,,,
1529264,2026,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,3.5,Sunrisers Hyderabad,Rajasthan Royals,TM Head,Ishan Kishan,N Burger,0,0,,,,,,,,,
1529264,2026,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,3.6,Sunrisers Hyderabad,Rajasthan Royals,TM Head,Ishan Kishan,N Burger,0,0,,,,,,,,,
1529264,2026,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,4.1,Sunrisers Hyderabad,Rajasthan Royals,Ishan Kishan,TM Head,Sandeep Sharma,0,0,,,,,,,,,
1529264,2026,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,4.2,Sunrisers Hyderabad,Rajasthan Royals,Ishan Kishan,TM Head,Sandeep Sharma,2,0,,,,,,,,,
1529264,2026,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,4.3,Sunrisers Hyderabad,Rajasthan Royals,Ishan Kishan,TM Head,Sandeep Sharma,2,0,,,,,,,,,
1529264,2026,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,4.4,Sunrisers Hyderabad,Rajasthan Royals,Ishan Kishan,TM Head,Sandeep Sharma,6,0,,,,,,,,,
1529264,2026,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,4.5,Sunrisers Hyderabad,Rajasthan Royals,Ishan Kishan,TM Head,Sandeep Sharma,1,0,,,,,,,,,
1529264,2026,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,4.6,Sunrisers Hyderabad,Rajasthan Royals,TM Head,Ishan Kishan,Sandeep Sharma,1,0,,,,,,,,,
1529264,2026,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,5.1,Sunrisers Hyderabad,Rajasthan Royals,TM Head,Ishan Kishan,TU Deshpande,1,0,,,,,,,,,
1529264,2026,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,5.2,Sunrisers Hyderabad,Rajasthan Royals,Ishan Kishan,TM Head,TU Deshpande,4,0,,,,,,,,,
1529264,2026,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,5.3,Sunrisers Hyderabad,Rajasthan Royals,Ishan Kishan,TM Head,TU Deshpande,1,0,,,,,,,,,
1529264,2026,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,5.4,Sunrisers Hyderabad,Rajasthan Royals,TM Head,Ishan Kishan,TU Deshpande,0,0,,,,,,,,,
1529264,2026,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,5.5,Sunrisers Hyderabad,Rajasthan Royals,TM Head,Ishan Kishan,TU Deshpande,4,0,,,,,,,,,
1529264,2026,2026-04-13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,5.6,Sunrisers Hyderabad,Rajasthan Royals,TM Head,Ishan Kishan,TU Deshpande,1,0,,,,,,,,,

